"Id","Weekly_Sales"
"10_55_2012-11-02",15981.258123467
"10_13_2012-11-02",15981.258123467
"10_44_2012-11-02",15981.258123467
"10_42_2012-11-02",15981.258123467
"10_54_2012-11-02",15981.258123467
"10_52_2012-11-02",15981.258123467
"10_49_2012-11-02",15981.258123467
"10_48_2012-11-02",15981.258123467
"10_16_2012-11-02",15981.258123467
"10_38_2012-11-02",15981.258123467
"10_94_2012-11-02",15981.258123467
"10_35_2012-11-02",15981.258123467
"10_93_2012-11-02",15981.258123467
"10_14_2012-11-02",15981.258123467
"10_5_2012-11-02",15981.258123467
"10_12_2012-11-02",15981.258123467
"10_32_2012-11-02",15981.258123467
"10_87_2012-11-02",15981.258123467
"10_1_2012-11-02",15981.258123467
"10_67_2012-11-02",15981.258123467
"10_21_2012-11-02",15981.258123467
"10_17_2012-11-02",15981.258123467
"10_20_2012-11-02",15981.258123467
"10_59_2012-11-02",15981.258123467
"10_58_2012-11-02",15981.258123467
"10_28_2012-11-02",15981.258123467
"10_56_2012-11-02",15981.258123467
"10_80_2012-11-02",15981.258123467
"10_34_2012-11-02",15981.258123467
"10_46_2012-11-02",15981.258123467
"10_91_2012-11-02",15981.258123467
"10_11_2012-11-02",15981.258123467
"10_41_2012-11-02",15981.258123467
"10_98_2012-11-02",15981.258123467
"10_9_2012-11-02",15981.258123467
"10_18_2012-11-02",15981.258123467
"10_29_2012-11-02",15981.258123467
"10_36_2012-11-02",15981.258123467
"10_19_2012-11-02",15981.258123467
"10_26_2012-11-02",15981.258123467
"10_7_2012-11-02",15981.258123467
"10_95_2012-11-02",15981.258123467
"10_33_2012-11-02",15981.258123467
"10_74_2012-11-02",15981.258123467
"10_23_2012-11-02",15981.258123467
"10_85_2012-11-02",15981.258123467
"10_71_2012-11-02",15981.258123467
"10_22_2012-11-02",15981.258123467
"10_83_2012-11-02",15981.258123467
"10_60_2012-11-02",15981.258123467
"10_6_2012-11-02",15981.258123467
"10_37_2012-11-02",15981.258123467
"10_81_2012-11-02",15981.258123467
"10_79_2012-11-02",15981.258123467
"10_96_2012-11-02",15981.258123467
"10_3_2012-11-02",15981.258123467
"10_92_2012-11-02",15981.258123467
"10_50_2012-11-02",15981.258123467
"10_72_2012-11-02",15981.258123467
"10_31_2012-11-02",15981.258123467
"10_90_2012-11-02",15981.258123467
"10_82_2012-11-02",15981.258123467
"10_40_2012-11-02",15981.258123467
"10_8_2012-11-02",15981.258123467
"10_97_2012-11-02",15981.258123467
"10_25_2012-11-02",15981.258123467
"10_4_2012-11-02",15981.258123467
"10_2_2012-11-02",15981.258123467
"10_27_2012-11-02",15981.258123467
"10_30_2012-11-02",15981.258123467
"10_10_2012-11-02",15981.258123467
"10_24_2012-11-02",15981.258123467
"10_5_2012-11-09",15981.258123467
"10_55_2012-11-09",15981.258123467
"10_56_2012-11-09",15981.258123467
"10_16_2012-11-09",15981.258123467
"10_20_2012-11-09",15981.258123467
"10_21_2012-11-09",15981.258123467
"10_35_2012-11-09",15981.258123467
"10_48_2012-11-09",15981.258123467
"10_50_2012-11-09",15981.258123467
"10_93_2012-11-09",15981.258123467
"10_44_2012-11-09",15981.258123467
"10_42_2012-11-09",15981.258123467
"10_32_2012-11-09",15981.258123467
"10_52_2012-11-09",15981.258123467
"10_67_2012-11-09",15981.258123467
"10_71_2012-11-09",15981.258123467
"10_9_2012-11-09",15981.258123467
"10_49_2012-11-09",15981.258123467
"10_58_2012-11-09",15981.258123467
"10_19_2012-11-09",15981.258123467
"10_83_2012-11-09",15981.258123467
"10_6_2012-11-09",15981.258123467
"10_95_2012-11-09",15981.258123467
"10_27_2012-11-09",15981.258123467
"10_46_2012-11-09",15981.258123467
"10_92_2012-11-09",15981.258123467
"10_54_2012-11-09",15981.258123467
"10_41_2012-11-09",15981.258123467
"10_22_2012-11-09",15981.258123467
"10_11_2012-11-09",15981.258123467
"10_17_2012-11-09",15981.258123467
"10_36_2012-11-09",15981.258123467
"10_37_2012-11-09",15981.258123467
"10_33_2012-11-09",15981.258123467
"10_25_2012-11-09",15981.258123467
"10_81_2012-11-09",15981.258123467
"10_26_2012-11-09",15981.258123467
"10_90_2012-11-09",15981.258123467
"10_1_2012-11-09",15981.258123467
"10_23_2012-11-09",15981.258123467
"10_31_2012-11-09",15981.258123467
"10_59_2012-11-09",15981.258123467
"10_34_2012-11-09",15981.258123467
"10_98_2012-11-09",15981.258123467
"10_60_2012-11-09",15981.258123467
"10_97_2012-11-09",15981.258123467
"10_2_2012-11-09",15981.258123467
"10_96_2012-11-09",15981.258123467
"10_8_2012-11-09",15981.258123467
"10_74_2012-11-09",15981.258123467
"10_38_2012-11-09",15981.258123467
"10_79_2012-11-09",15981.258123467
"10_91_2012-11-09",15981.258123467
"10_18_2012-11-09",15981.258123467
"10_30_2012-11-09",15981.258123467
"10_80_2012-11-09",15981.258123467
"10_72_2012-11-09",15981.258123467
"10_14_2012-11-09",15981.258123467
"10_13_2012-11-09",15981.258123467
"10_12_2012-11-09",15981.258123467
"10_7_2012-11-09",15981.258123467
"10_82_2012-11-09",15981.258123467
"10_10_2012-11-09",15981.258123467
"10_40_2012-11-09",15981.258123467
"10_28_2012-11-09",15981.258123467
"10_29_2012-11-09",15981.258123467
"10_3_2012-11-09",15981.258123467
"10_24_2012-11-09",15981.258123467
"10_4_2012-11-09",15981.258123467
"10_85_2012-11-09",15981.258123467
"10_87_2012-11-09",15981.258123467
"10_56_2012-11-16",15981.258123467
"10_58_2012-11-16",15981.258123467
"10_37_2012-11-16",15981.258123467
"10_38_2012-11-16",15981.258123467
"10_36_2012-11-16",15981.258123467
"10_48_2012-11-16",15981.258123467
"10_35_2012-11-16",15981.258123467
"10_27_2012-11-16",15981.258123467
"10_50_2012-11-16",15981.258123467
"10_67_2012-11-16",15981.258123467
"10_19_2012-11-16",15981.258123467
"10_22_2012-11-16",15981.258123467
"10_71_2012-11-16",15981.258123467
"10_59_2012-11-16",15981.258123467
"10_21_2012-11-16",15981.258123467
"10_85_2012-11-16",15981.258123467
"10_18_2012-11-16",15981.258123467
"10_16_2012-11-16",15981.258123467
"10_20_2012-11-16",15981.258123467
"10_46_2012-11-16",15981.258123467
"10_80_2012-11-16",15981.258123467
"10_44_2012-11-16",15981.258123467
"10_54_2012-11-16",15981.258123467
"10_32_2012-11-16",15981.258123467
"10_31_2012-11-16",15981.258123467
"10_52_2012-11-16",15981.258123467
"10_17_2012-11-16",15981.258123467
"10_98_2012-11-16",15981.258123467
"10_87_2012-11-16",15981.258123467
"10_60_2012-11-16",15981.258123467
"10_40_2012-11-16",15981.258123467
"10_42_2012-11-16",15981.258123467
"10_55_2012-11-16",15981.258123467
"10_26_2012-11-16",15981.258123467
"10_34_2012-11-16",15981.258123467
"10_1_2012-11-16",15981.258123467
"10_74_2012-11-16",15981.258123467
"10_91_2012-11-16",15981.258123467
"10_72_2012-11-16",15981.258123467
"10_81_2012-11-16",15981.258123467
"10_11_2012-11-16",15981.258123467
"10_90_2012-11-16",15981.258123467
"10_49_2012-11-16",15981.258123467
"10_12_2012-11-16",15981.258123467
"10_14_2012-11-16",15981.258123467
"10_93_2012-11-16",15981.258123467
"10_29_2012-11-16",15981.258123467
"10_10_2012-11-16",15981.258123467
"10_2_2012-11-16",15981.258123467
"10_33_2012-11-16",15981.258123467
"10_24_2012-11-16",15981.258123467
"10_92_2012-11-16",15981.258123467
"10_6_2012-11-16",15981.258123467
"10_4_2012-11-16",15981.258123467
"10_95_2012-11-16",15981.258123467
"10_28_2012-11-16",15981.258123467
"10_23_2012-11-16",15981.258123467
"10_7_2012-11-16",15981.258123467
"10_5_2012-11-16",15981.258123467
"10_9_2012-11-16",15981.258123467
"10_25_2012-11-16",15981.258123467
"10_41_2012-11-16",15981.258123467
"10_96_2012-11-16",15981.258123467
"10_8_2012-11-16",15981.258123467
"10_30_2012-11-16",15981.258123467
"10_97_2012-11-16",15981.258123467
"10_3_2012-11-16",15981.258123467
"10_13_2012-11-16",15981.258123467
"10_83_2012-11-16",15981.258123467
"10_82_2012-11-16",15981.258123467
"10_79_2012-11-16",15981.258123467
"10_35_2012-11-23",15981.258123467
"10_16_2012-11-23",15981.258123467
"10_45_2012-11-23",15981.258123467
"10_58_2012-11-23",15981.258123467
"10_19_2012-11-23",15981.258123467
"10_20_2012-11-23",15981.258123467
"10_17_2012-11-23",15981.258123467
"10_56_2012-11-23",15981.258123467
"10_59_2012-11-23",15981.258123467
"10_55_2012-11-23",15981.258123467
"10_36_2012-11-23",15981.258123467
"10_21_2012-11-23",15981.258123467
"10_48_2012-11-23",15981.258123467
"10_1_2012-11-23",15981.258123467
"10_98_2012-11-23",15981.258123467
"10_52_2012-11-23",15981.258123467
"10_67_2012-11-23",15981.258123467
"10_49_2012-11-23",15981.258123467
"10_37_2012-11-23",15981.258123467
"10_60_2012-11-23",15981.258123467
"10_85_2012-11-23",15981.258123467
"10_41_2012-11-23",15981.258123467
"10_54_2012-11-23",15981.258123467
"10_22_2012-11-23",15981.258123467
"10_23_2012-11-23",15981.258123467
"10_11_2012-11-23",15981.258123467
"10_40_2012-11-23",15981.258123467
"10_38_2012-11-23",15981.258123467
"10_87_2012-11-23",15981.258123467
"10_50_2012-11-23",15981.258123467
"10_44_2012-11-23",15981.258123467
"10_42_2012-11-23",15981.258123467
"10_18_2012-11-23",15981.258123467
"10_32_2012-11-23",15981.258123467
"10_72_2012-11-23",15981.258123467
"10_71_2012-11-23",15981.258123467
"10_31_2012-11-23",15981.258123467
"10_2_2012-11-23",15981.258123467
"10_29_2012-11-23",15981.258123467
"10_93_2012-11-23",15981.258123467
"10_46_2012-11-23",15981.258123467
"10_95_2012-11-23",15981.258123467
"10_33_2012-11-23",15981.258123467
"10_74_2012-11-23",15981.258123467
"10_3_2012-11-23",15981.258123467
"10_12_2012-11-23",15981.258123467
"10_90_2012-11-23",15981.258123467
"10_5_2012-11-23",15981.258123467
"10_26_2012-11-23",15981.258123467
"10_81_2012-11-23",15981.258123467
"10_7_2012-11-23",15981.258123467
"10_91_2012-11-23",15981.258123467
"10_13_2012-11-23",15981.258123467
"10_24_2012-11-23",15981.258123467
"10_4_2012-11-23",15981.258123467
"10_6_2012-11-23",15981.258123467
"10_27_2012-11-23",15981.258123467
"10_9_2012-11-23",15981.258123467
"10_80_2012-11-23",15981.258123467
"10_14_2012-11-23",15981.258123467
"10_10_2012-11-23",15981.258123467
"10_34_2012-11-23",15981.258123467
"10_92_2012-11-23",15981.258123467
"10_30_2012-11-23",15981.258123467
"10_25_2012-11-23",15981.258123467
"10_97_2012-11-23",15981.258123467
"10_96_2012-11-23",15981.258123467
"10_79_2012-11-23",15981.258123467
"10_83_2012-11-23",15981.258123467
"10_28_2012-11-23",15981.258123467
"10_82_2012-11-23",15981.258123467
"10_8_2012-11-23",15981.258123467
"10_38_2012-11-30",15981.258123467
"10_99_2012-11-30",15981.258123467
"10_56_2012-11-30",15981.258123467
"10_19_2012-11-30",15981.258123467
"10_60_2012-11-30",15981.258123467
"10_2_2012-11-30",15981.258123467
"10_40_2012-11-30",15981.258123467
"10_47_2012-11-30",15981.258123467
"10_59_2012-11-30",15981.258123467
"10_1_2012-11-30",15981.258123467
"10_54_2012-11-30",15981.258123467
"10_55_2012-11-30",15981.258123467
"10_20_2012-11-30",15981.258123467
"10_17_2012-11-30",15981.258123467
"10_31_2012-11-30",15981.258123467
"10_11_2012-11-30",15981.258123467
"10_48_2012-11-30",15981.258123467
"10_21_2012-11-30",15981.258123467
"10_36_2012-11-30",15981.258123467
"10_90_2012-11-30",15981.258123467
"10_58_2012-11-30",15981.258123467
"10_46_2012-11-30",15981.258123467
"10_71_2012-11-30",15981.258123467
"10_32_2012-11-30",15981.258123467
"10_12_2012-11-30",15981.258123467
"10_67_2012-11-30",15981.258123467
"10_22_2012-11-30",15981.258123467
"10_16_2012-11-30",15981.258123467
"10_13_2012-11-30",15981.258123467
"10_37_2012-11-30",15981.258123467
"10_93_2012-11-30",15981.258123467
"10_72_2012-11-30",15981.258123467
"10_35_2012-11-30",15981.258123467
"10_42_2012-11-30",15981.258123467
"10_41_2012-11-30",15981.258123467
"10_18_2012-11-30",15981.258123467
"10_4_2012-11-30",15981.258123467
"10_33_2012-11-30",15981.258123467
"10_49_2012-11-30",15981.258123467
"10_74_2012-11-30",15981.258123467
"10_52_2012-11-30",15981.258123467
"10_44_2012-11-30",15981.258123467
"10_95_2012-11-30",15981.258123467
"10_50_2012-11-30",15981.258123467
"10_3_2012-11-30",15981.258123467
"10_91_2012-11-30",15981.258123467
"10_79_2012-11-30",15981.258123467
"10_23_2012-11-30",15981.258123467
"10_9_2012-11-30",15981.258123467
"10_85_2012-11-30",15981.258123467
"10_80_2012-11-30",15981.258123467
"10_87_2012-11-30",15981.258123467
"10_25_2012-11-30",15981.258123467
"10_34_2012-11-30",15981.258123467
"10_24_2012-11-30",15981.258123467
"10_81_2012-11-30",15981.258123467
"10_26_2012-11-30",15981.258123467
"10_97_2012-11-30",15981.258123467
"10_96_2012-11-30",15981.258123467
"10_14_2012-11-30",15981.258123467
"10_6_2012-11-30",15981.258123467
"10_10_2012-11-30",15981.258123467
"10_28_2012-11-30",15981.258123467
"10_98_2012-11-30",15981.258123467
"10_5_2012-11-30",15981.258123467
"10_7_2012-11-30",15981.258123467
"10_8_2012-11-30",15981.258123467
"10_92_2012-11-30",15981.258123467
"10_82_2012-11-30",15981.258123467
"10_29_2012-11-30",15981.258123467
"10_27_2012-11-30",15981.258123467
"10_30_2012-11-30",15981.258123467
"10_83_2012-11-30",15981.258123467
"10_59_2012-12-07",15981.258123467
"10_22_2012-12-07",15981.258123467
"10_58_2012-12-07",15981.258123467
"10_60_2012-12-07",15981.258123467
"10_71_2012-12-07",15981.258123467
"10_47_2012-12-07",15981.258123467
"10_19_2012-12-07",15981.258123467
"10_16_2012-12-07",15981.258123467
"10_56_2012-12-07",15981.258123467
"10_2_2012-12-07",15981.258123467
"10_54_2012-12-07",15981.258123467
"10_72_2012-12-07",15981.258123467
"10_31_2012-12-07",15981.258123467
"10_32_2012-12-07",15981.258123467
"10_20_2012-12-07",15981.258123467
"10_94_2012-12-07",15981.258123467
"10_41_2012-12-07",15981.258123467
"10_35_2012-12-07",15981.258123467
"10_67_2012-12-07",15981.258123467
"10_1_2012-12-07",15981.258123467
"10_40_2012-12-07",15981.258123467
"10_24_2012-12-07",15981.258123467
"10_91_2012-12-07",15981.258123467
"10_92_2012-12-07",15981.258123467
"10_3_2012-12-07",15981.258123467
"10_11_2012-12-07",15981.258123467
"10_4_2012-12-07",15981.258123467
"10_48_2012-12-07",15981.258123467
"10_12_2012-12-07",15981.258123467
"10_74_2012-12-07",15981.258123467
"10_38_2012-12-07",15981.258123467
"10_93_2012-12-07",15981.258123467
"10_21_2012-12-07",15981.258123467
"10_13_2012-12-07",15981.258123467
"10_33_2012-12-07",15981.258123467
"10_52_2012-12-07",15981.258123467
"10_14_2012-12-07",15981.258123467
"10_55_2012-12-07",15981.258123467
"10_34_2012-12-07",15981.258123467
"10_79_2012-12-07",15981.258123467
"10_36_2012-12-07",15981.258123467
"10_23_2012-12-07",15981.258123467
"10_5_2012-12-07",15981.258123467
"10_44_2012-12-07",15981.258123467
"10_25_2012-12-07",15981.258123467
"10_95_2012-12-07",15981.258123467
"10_50_2012-12-07",15981.258123467
"10_80_2012-12-07",15981.258123467
"10_96_2012-12-07",15981.258123467
"10_90_2012-12-07",15981.258123467
"10_81_2012-12-07",15981.258123467
"10_17_2012-12-07",15981.258123467
"10_37_2012-12-07",15981.258123467
"10_82_2012-12-07",15981.258123467
"10_83_2012-12-07",15981.258123467
"10_26_2012-12-07",15981.258123467
"10_27_2012-12-07",15981.258123467
"10_42_2012-12-07",15981.258123467
"10_46_2012-12-07",15981.258123467
"10_28_2012-12-07",15981.258123467
"10_99_2012-12-07",15981.258123467
"10_7_2012-12-07",15981.258123467
"10_6_2012-12-07",15981.258123467
"10_10_2012-12-07",15981.258123467
"10_8_2012-12-07",15981.258123467
"10_97_2012-12-07",15981.258123467
"10_9_2012-12-07",15981.258123467
"10_49_2012-12-07",15981.258123467
"10_18_2012-12-07",15981.258123467
"10_29_2012-12-07",15981.258123467
"10_87_2012-12-07",15981.258123467
"10_30_2012-12-07",15981.258123467
"10_98_2012-12-07",15981.258123467
"10_85_2012-12-07",15981.258123467
"10_32_2012-12-14",15981.258123467
"10_58_2012-12-14",15981.258123467
"10_56_2012-12-14",15981.258123467
"10_33_2012-12-14",15981.258123467
